,alpha,heuristic,inductive,ILP,split
inst59,1.0,0.6000000000000001,0.6363636363636362,0.18181818181818182,0.6000000000000001
inst60,1.0,0.7647058823529413,0.7142857142857143,0.4358974358974359,0.7297297297297298
inst61,0.605263157894737,0.6341463414634145,0.6140350877192983,0.34814814814814815,0.6000000000000001
inst62,1.0,0.8181818181818181,0.8,0.37931034482758624,0.7142857142857143
inst63,1.0,0.6842105263157894,0.6923076923076922,0.2698412698412698,0.6363636363636362
inst64,0.6363636363636362,1.0,0.7499999999999999,0.5238095238095238,0.6666666666666666
inst65,0.4537037037037038,0.6045197740112995,0.5875486381322957,0.1912568306010929,0.6391752577319588
inst66,0.589041095890411,0.6097560975609756,0.6000000000000001,0.5789473684210527,0.6097560975609756
inst67,0.5942028985507246,0.6842105263157894,0.6134453781512605,0.38317757009345793,0.6708860759493671
inst68,0.5142857142857142,0.5652173913043479,0.5384615384615384,0.312,0.5945945945945946
inst69,0.7333333333333333,0.6363636363636362,0.6551724137931035,0.4137931034482759,0.6363636363636362
inst70,0.5714285714285714,1.0,0.6842105263157894,0.46153846153846156,0.6000000000000001
inst71,1.0,0.8461538461538463,0.8666666666666667,0.625,0.8461538461538463
inst72,0.37327188940092165,0.5668789808917197,0.5804878048780487,0.12433862433862435,0.5925925925925926
inst73,1.0,0.5833333333333333,0.641025641025641,0.22666666666666666,0.5555555555555556
inst74,0.7857142857142856,0.5833333333333333,0.6190476190476191,0.2571428571428571,0.5686274509803921
inst75,1.0,0.5802469135802469,0.6000000000000001,0.1773049645390071,0.5555555555555556
inst76,1.0,0.8181818181818181,0.7777777777777779,0.30000000000000004,0.7499999999999999
inst77,1.0,0.7777777777777779,0.6969696969696969,0.7142857142857143,0.7142857142857143
inst78,0.5172413793103449,0.5652173913043479,0.5922330097087379,0.08671586715867159,0.5920398009950248
inst79,0.7272727272727273,0.6551724137931035,0.6521739130434783,0.42105263157894735,0.6551724137931035
inst80,0.8,0.6470588235294118,0.6551724137931035,0.2753623188405797,0.5652173913043479
inst81,0.45454545454545453,0.6106870229007633,0.5899053627760252,0.22782608695652173,0.6264591439688717
inst82,0.6000000000000001,0.6000000000000001,0.6146788990825688,0.13414634146341461,0.603960396039604
inst83,1.0,0.7142857142857143,0.6744186046511628,0.42857142857142855,0.6969696969696969
inst84,0.6304347826086957,0.5454545454545454,0.4939759036144578,0.1564625850340136,0.536231884057971
inst85,0.4623655913978495,0.6000000000000001,0.5416666666666666,0.3333333333333333,0.6235294117647059
inst86,1.0,0.5789473684210527,0.625,0.18055555555555555,0.5483870967741935
inst87,0.7000000000000001,0.5483870967741935,0.5833333333333333,0.2584269662921348,0.5555555555555556
inst88,1.0,1.0,1.0,1.0,1.0
inst89,0.7599999999999999,0.6216216216216216,0.6296296296296295,0.25217391304347825,0.6000000000000001
inst90,1.0,0.5384615384615384,0.6000000000000001,0.1948051948051948,0.5555555555555556
inst91,1.0,0.5384615384615384,0.6216216216216216,0.14583333333333334,0.5454545454545454
inst92,1.0,0.7499999999999999,0.7931034482758622,0.2631578947368421,0.7391304347826086
inst93,0.5510204081632653,0.6363636363636362,0.625,0.248,0.6666666666666666
inst94,1.0,0.7499999999999999,0.7000000000000001,0.24324324324324326,0.6666666666666666
inst95,0.7499999999999999,0.5384615384615384,0.5813953488372092,0.2658227848101266,0.5483870967741935
inst96,1.0,0.8181818181818181,0.8461538461538463,0.391304347826087,0.8181818181818181
inst97,0.7499999999999999,0.625,0.6326530612244898,0.2876712328767123,0.5813953488372092
inst98,0.5833333333333333,0.6296296296296295,0.6333333333333333,0.22666666666666666,0.6179775280898876
inst99,1.0,1.0,1.0,1.0,1.0
inst100,1.0,0.7142857142857143,0.6470588235294118,0.4358974358974359,0.6774193548387096
inst101,1.0,0.8181818181818181,0.8,0.37931034482758624,0.7142857142857143
inst102,1.0,0.8181818181818181,0.8,0.37931034482758624,0.7142857142857143
inst103,1.0,0.6923076923076922,0.7333333333333333,0.3333333333333333,0.6923076923076922
inst104,0.5903614457831325,0.6551724137931035,0.6393442622950819,0.2660550458715596,0.6470588235294118
inst105,1.0,0.8181818181818181,0.8461538461538463,0.391304347826087,0.8181818181818181
inst106,1.0,0.7499999999999999,0.6969696969696969,0.35,0.6842105263157894
inst107,1.0,1.0,1.0,0.7777777777777779,1.0
inst108,1.0,0.7142857142857143,0.7499999999999999,0.30000000000000004,0.7142857142857143
inst109,0.4074074074074074,0.5849056603773586,0.6111111111111112,0.26829268292682923,0.6000000000000001
inst110,0.44705882352941173,0.5733333333333334,0.5700934579439253,0.08672566371681416,0.5977011494252874
inst111,1.0,0.8181818181818181,0.7142857142857143,0.5789473684210527,0.7499999999999999
inst112,0.5522388059701492,0.6507936507936508,0.6000000000000001,0.42857142857142855,0.6470588235294118
inst113,1.0,0.5555555555555556,0.6428571428571429,0.22772277227722773,0.5555555555555556
inst114,1.0,0.6521739130434783,0.6585365853658536,0.16571428571428573,0.6071428571428572
inst115,0.7333333333333333,0.7931034482758622,0.7297297297297298,0.7931034482758622,0.7931034482758622
inst116,0.44303797468354433,0.6111111111111112,0.5798319327731092,0.47692307692307695,0.6111111111111112
inst117,0.5102040816326531,0.6170212765957447,0.4716981132075471,0.44554455445544555,0.6082474226804123
inst118,0.6000000000000001,0.6000000000000001,0.7142857142857143,0.7142857142857143,0.6000000000000001
inst119,0.5714285714285714,0.6296296296296295,0.6000000000000001,0.6551724137931035,0.6296296296296295
inst120,0.5384615384615384,0.6666666666666666,0.6190476190476191,0.6666666666666666,0.6666666666666666
inst121,0.7272727272727273,0.6551724137931035,0.6521739130434783,0.27027027027027023,0.6000000000000001
inst122,1.0,0.5757575757575757,0.6428571428571429,0.18309859154929578,0.5789473684210527
inst123,0.8333333333333333,0.6842105263157894,0.7142857142857143,0.39534883720930236,0.6666666666666666
inst124,0.7391304347826086,0.6923076923076922,0.7142857142857143,0.29230769230769227,0.7222222222222222
inst125,0.6470588235294118,0.6000000000000001,0.6140350877192983,0.2,0.5789473684210527
inst126,0.7142857142857143,0.7142857142857143,0.8181818181818181,0.8181818181818181,0.7142857142857143
inst127,1.0,0.6470588235294118,0.6585365853658536,0.21212121212121213,0.6296296296296295
inst128,1.0,0.7142857142857143,0.6969696969696969,0.6842105263157894,0.7142857142857143
inst129,1.0,0.625,0.6666666666666666,0.22807017543859648,0.6000000000000001
inst130,0.45714285714285713,0.5849056603773586,0.5757575757575757,0.19148936170212766,0.6271186440677966
inst131,0.8571428571428572,0.6000000000000001,0.7142857142857143,0.3333333333333333,0.6666666666666666
inst132,0.4811715481171548,0.6000000000000001,0.589041095890411,0.2611764705882353,0.6261682242990655
inst133,0.9230769230769229,0.5555555555555556,0.5897435897435898,0.14644351464435146,0.5737704918032787
inst134,0.7391304347826086,0.6949152542372882,0.6385542168674699,0.4794520547945205,0.6949152542372882
inst135,0.6235294117647059,0.5922330097087379,0.6000000000000001,0.2608695652173913,0.5925925925925926
inst136,1.0,0.6470588235294118,0.6363636363636362,0.12,0.6190476190476191
inst137,1.0,0.7142857142857143,0.6666666666666666,0.375,0.6923076923076922
inst138,0.4533333333333333,0.5813953488372092,0.5885167464114832,0.23129251700680273,0.5857142857142856
inst139,0.5675675675675675,0.6571428571428571,0.6296296296296295,0.4166666666666667,0.6385542168674699
inst140,1.0,0.8181818181818181,0.7777777777777779,0.30000000000000004,0.7499999999999999
