,alpha,heuristic,inductive,ILP,split
inst163,0.9993763642033052,0.9971936389148737,1.0,1.0,0.0012472715933894607
inst164,0.5206603212943808,0.9997956150130064,1.0,1.0,0.899140787564348
inst165,0.8448022782024542,0.9999817431628145,1.0,1.0,0.9235732551277036
inst166,0.8572938443670223,1.0,1.0,1.0,0.7995934959349473
inst167,0.8665559311822231,0.9999448701692486,1.0,1.0,0.9373427537693755
inst168,0.723695928753183,0.9999045801526718,1.0,1.0,0.8247635329577115
inst169,0.7371033210331923,0.9998257482574826,1.0,1.0,0.8449636853511483
inst170,0.8664864660497599,0.9995496431068741,1.0,1.0,0.7869816964316666
inst171,0.9989361702127659,0.999290780141844,1.0,1.0,0.0022458628841607567
inst172,0.9627366183757772,0.9999113438644689,1.0,1.0,0.9370074022191941
inst173,0.8870760896736783,0.9848899728753787,1.0,1.0,0.9320401091827487
inst174,0.8120271978186305,0.9488856126003082,1.0,1.0,0.8871933132914558
inst175,0.9997521685254028,0.9995043370508054,1.0,1.0,0.7556222340237038
inst176,1.0,1.0,1.0,1.0,0.5
inst177,0.8018586146170433,0.999611765107279,1.0,1.0,0.9311014025583428
inst178,0.7415987117778023,0.9999140146735829,1.0,1.0,0.8902349848681506
inst179,0.9185138487336775,0.9998738330760362,1.0,1.0,0.911585269323483
inst180,0.9997857754927164,1.0,1.0,1.0,0.6663810339902806
inst181,0.7952791454946795,0.9741522273995495,1.0,1.0,0.9481850406189887
inst182,0.6195336045810552,0.9995914016978098,1.0,1.0,0.8034954540888192
inst183,0.9515658447373367,0.9996521582126695,1.0,1.0,0.8433299762557651
inst184,0.8315309796042502,1.0,1.0,1.0,0.9332415670620214
inst185,0.8579790453136521,0.9539000368481773,1.0,1.0,0.9071349210518084
inst186,0.490025638125402,0.9999340195302191,1.0,1.0,0.8541771891499381
inst187,0.9994047619047618,0.9992857142857143,1.0,1.0,0.0013095238095238097
inst188,0.9290485701463546,0.9808953248324704,1.0,1.0,0.8298517387704566
inst189,0.9995567375886525,0.9994680851063829,1.0,1.0,0.6665780141843902
inst190,0.8333635047067394,1.0,1.0,1.0,0.0003620564808110065
inst191,0.7835434333550896,1.0,1.0,1.0,0.7739041095890317
inst192,0.866890253597277,0.9997896325525707,1.0,1.0,0.8730251477329929
inst193,0.9237657637092773,0.9983836061758123,1.0,1.0,0.8667070888108795
inst194,0.9990220732048057,0.9983235540653814,1.0,1.0,0.0023749650740430292
inst195,0.6010344384477136,0.9999143322196522,1.0,1.0,0.8570682037914236
inst196,0.6672035480858973,0.9995636865857455,1.0,1.0,0.8570946156240344
inst197,0.7869674260591619,0.9987207117422947,1.0,1.0,0.7617487049321846
inst198,0.8334075173096047,0.9994096682523983,1.0,1.0,0.8569905641122327
inst199,0.9167869180990449,0.9999419993681635,1.0,1.0,0.9388327650529085
inst200,0.8661263364863682,1.0,1.0,1.0,0.9509545280092192
inst201,0.8335365853658643,0.9990243902439024,1.0,1.0,0.0004878048780487805
inst202,0.6006135653726165,0.9999256284396847,1.0,1.0,0.8570557361722171
inst203,0.7792270140760706,0.999916142557652,1.0,1.0,0.8754439952081517
