about date/time from;about date/time to;contributor;creator;date;description;extent;identifier;language;publisher;rights;subject;title;
2017-10-09T14:17:44.090+02:00;2017-10-09T14:21:51.333+02:00;;Maikel Leemans;2017-10-09;Extensible Event Stream (XES) software event log obtained through instrumenting the Statechart Workbench ProM plugin using the tool available at https://svn.win.tue.nl/repos/prom/XPort/. This event log contains method-call level events describing a workbench run invoking the Alignments algorithm using the BPI Challenge 2012 event log available and documented at https://data.4tu.nl/repository/uuid:3926db30-f712-4394-aebc-75976070e91f . Note that the life-cycle information in this log corresponds to method call (start) and return (complete), and captures a method-call hierarchy.;Traces: 1, Events: 17912;UUID;eng;Eindhoven University of Technology;Public;000 Computer science, knowledge & systems;Statechart Workbench and Alignments Software Event Log;
