log,no_distinct_traces,no_total_traces,avg_trace_length,avg_event_repetition_intra_trace,no_distinct_events,no_events_total,no_distinct_start,no_distinct_end,density,length_one_loops,total_no_activities,percentage_concurrency,percentage_sequence,dfg_mean_variable_degree,dfg_variation_coefficient_variable_degree,dfg_min_variable_degree,dfg_max_variable_degree,dfg_entropy_variable_degree,dfg_wcc_min,dfg_wcc_max
1020657470,13.0,1358.0,0.04197349042709867,0.9293078055964654,11.0,5339.0,3.0,3.0,0.2066115702479339,0.09090909090909091,11,0.024793388429752067,0.09917355371900827,3.230769230769231,0.8158019856672292,2,12,2.342639539536156,0.00074754371185258,0.00074754371185258
3419740302,2.0,1381.0,0.002172338884866039,0.0,2.0,1382.0,1.0,2.0,0.5,0.0,2,0.0,0.25,2.0,0.3535533905932738,1,3,1.3208883431493221,0.0,0.0
3207331965,5.0,1137.0,0.006156552330694811,0.001759014951627089,4.0,1140.0,3.0,4.0,0.1875,0.25,4,0.0625,0.0625,3.0,0.38490017945975047,2,5,1.7210891492287168,0.0,0.0
3054230734,25.0,1111.0,0.2502250225022502,0.0018001800180018,30.0,12224.0,1.0,1.0,0.11333333333333333,0.06666666666666667,30,0.0044444444444444444,0.05444444444444444,3.4375,0.7590772998235673,1,12,3.238548213088764,0.010674275531628943,0.010674275531628943
2263499517,13.0,1261.0,0.052339413164155434,0.9738302934179223,10.0,5015.0,1.0,3.0,0.26,0.2,10,0.04,0.12,3.3333333333333335,0.8062257748298547,1,11,2.2345171598098243,0.0012330988275491468,0.0012330988275491468
2691592825,13.0,1358.0,0.06701030927835051,0.0,18.0,9506.0,2.0,3.0,0.16666666666666666,0.0,18,0.006172839506172839,0.08024691358024691,3.3,0.5836775843714613,2,9,2.850378408094519,0.017793512323079182,0.017793512323079182
1485612129,59.0,1045.0,1.1875598086124401,0.0,52.0,21947.0,2.0,3.0,0.0695266272189349,0.0,52,0.0073964497041420114,0.03106508875739645,4.037037037037037,0.6989356680638867,2,14,3.780334547253166,0.016312020163434943,0.016312020163434943
3773663837,4.0,1425.0,0.0077192982456140355,0.0007017543859649122,4.0,2853.0,1.0,1.0,0.6875,0.25,4,0.0625,0.3125,2.6666666666666665,0.673145600891813,1,6,1.5808185358593017,0.001756511049746879,0.001756511049746879
4031932754,6.0,1428.0,0.011204481792717087,0.0014005602240896359,6.0,2861.0,1.0,3.0,0.4166666666666667,0.16666666666666666,6,0.027777777777777776,0.19444444444444445,3.0,0.6236095644623235,1,7,1.9068215421795462,0.00118453532351428,0.00118453532351428
2048690129,1.0,1403.0,0.0014255167498218105,0.0,2.0,2806.0,1.0,1.0,0.5,0.0,2,0.0,0.25,1.5,0.3333333333333333,1,2,1.3296613488547582,0.0,0.0
3924013835,7.0,1377.0,0.01670297748729121,0.0014524328249818446,7.0,4133.0,1.0,4.0,0.32653061224489793,0.2857142857142857,7,0.04081632653061224,0.14285714285714285,3.111111111111111,0.4403152859263555,1,5,2.095081154365771,0.0,0.0
929084394,24.0,1449.0,0.2670807453416149,0.0013802622498274672,36.0,23187.0,2.0,2.0,0.08796296296296297,0.05555555555555555,36,0.004629629629629629,0.041666666666666664,3.3684210526315788,0.5423923424284307,2,7,3.5031896789319563,0.0061378057488073075,0.0061378057488073075
3958611871,4.0,1053.0,0.010446343779677113,0.000949667616334283,4.0,2109.0,1.0,3.0,0.4375,0.25,4,0.0625,0.1875,2.6666666666666665,0.59947894041409,1,6,1.6347589244440104,0.0,0.0
770910415,78.0,1242.0,1.7753623188405796,5.539452495974235,30.0,17833.0,2.0,2.0,0.10777777777777778,0.03333333333333333,30,0.0011111111111111111,0.05333333333333334,3.3125,0.6852460300881086,2,10,3.2802040896011224,9.533794471452125e-05,9.533794471452125e-05
1755522405,12.0,1263.0,0.04196357878068092,0.003167062549485352,12.0,5059.0,3.0,1.0,0.2708333333333333,0.08333333333333333,12,0.020833333333333332,0.125,3.5714285714285716,0.753657747256671,1,10,2.397700292950139,0.026801209741528515,0.026801209741528515
1324069871,6.0,1145.0,0.01572052401746725,0.0,8.0,3435.0,2.0,2.0,0.3125,0.0,8,0.0,0.15625,2.8,0.4460712855998856,2,5,2.212789613865925,0.0,0.0
3962111213,16.0,1128.0,0.08687943262411348,0.49379432624113473,16.0,6198.0,2.0,1.0,0.19140625,0.1875,16,0.01171875,0.08984375,3.2222222222222223,0.6081100720189102,1,8,2.7261497401167336,0.0005547094117305388,0.0005547094117305388
2356234176,12.0,1174.0,0.014480408858603067,0.0008517887563884157,11.0,1179.0,7.0,11.0,0.0743801652892562,0.09090909090909091,11,0.008264462809917356,0.03305785123966942,3.5384615384615383,0.8266588409491975,2,11,2.296104548906337,0.0,0.0
1506371188,6.0,1146.0,0.013089005235602094,0.0008726003490401396,6.0,2295.0,3.0,2.0,0.3611111111111111,0.16666666666666666,6,0.027777777777777776,0.16666666666666666,3.0,0.5,2,6,1.96867653663367,0.0008004064249216323,0.0008004064249216323
1421970043,12.0,1002.0,0.06387225548902195,0.9520958083832335,10.0,3967.0,1.0,1.0,0.25,0.1,10,0.05,0.12,3.1666666666666665,1.0137558044346435,1,13,2.135091531931337,0.0023692530450119477,0.0023692530450119477
3238897029,17.0,1164.0,0.1134020618556701,0.16838487972508592,28.0,7615.0,2.0,1.0,0.09311224489795919,0.03571428571428571,28,0.003826530612244898,0.04591836734693878,2.8,0.40616005021980905,1,6,3.323935302047702,0.0,0.0
3218471000,6.0,1328.0,0.015060240963855422,0.0007530120481927711,7.0,3986.0,3.0,2.0,0.30612244897959184,0.14285714285714285,7,0.02040816326530612,0.14285714285714285,2.888888888888889,0.5014771080925114,2,6,2.0884292530113857,0.0006437588815705516,0.0006437588815705516
1970235537,8.0,1020.0,0.03529411764705882,0.9794117647058823,5.0,4060.0,2.0,1.0,0.48,0.4,5,0.08,0.2,2.857142857142857,0.5431390245600107,1,6,1.808209563093396,0.001058068456814717,0.001058068456814717
3621581340,11.0,1287.0,0.06993006993006994,0.000777000777000777,17.0,10298.0,4.0,1.0,0.15570934256055363,0.058823529411764705,17,0.0034602076124567475,0.07612456747404844,2.9473684210526314,0.460146383097326,1,6,2.843486937256027,0.0003337954020212112,0.0003337954020212112
88770632,19.0,1383.0,0.15112075198843095,0.0,26.0,15213.0,1.0,2.0,0.13313609467455623,0.0,26,0.011834319526627219,0.060650887573964495,3.7142857142857144,0.6933752452815364,1,11,3.121923914298611,0.01585706917956455,0.01585706917956455
2777554039,16.0,1271.0,0.12273800157356413,0.0007867820613690008,22.0,12082.0,2.0,2.0,0.1384297520661157,0.045454545454545456,22,0.006198347107438017,0.06611570247933884,3.25,0.5421121669709223,2,8,3.0491895059698964,0.012656016058261747,0.012656016058261747
2099879486,83.0,1478.0,1.2131258457374832,2.3531799729364007,45.0,24300.0,1.0,1.0,0.07555555555555556,0.022222222222222223,45,0.0024691358024691358,0.03654320987654321,3.4468085106382977,0.6871010918194757,1,10,3.649237865005421,0.00455765380818435,0.00455765380818435
2329760402,16.0,1390.0,0.058992805755395686,0.0007194244604316547,14.0,6952.0,1.0,4.0,0.25,0.07142857142857142,14,0.03571428571428571,0.10714285714285714,4.125,0.7896251042906293,1,12,2.498179754597846,0.06813286448360437,0.06813286448360437
2864641779,12.0,1345.0,0.030483271375464683,0.002973977695167286,10.0,4040.0,2.0,1.0,0.34,0.4,10,0.04,0.15,3.6666666666666665,0.7820295697311479,1,10,2.2251143662331097,0.0009649210055400572,0.0009649210055400572
2540927143,11.0,1423.0,0.05692199578355587,0.0007027406886858749,16.0,9965.0,1.0,3.0,0.17578125,0.0625,16,0.00390625,0.0859375,3.0,0.5773502691896257,1,8,2.748646066135678,0.0004986063275798288,0.0004986063275798288
2843675563,9.0,1460.0,0.01986301369863014,0.0,11.0,4382.0,4.0,3.0,0.21487603305785125,0.0,11,0.0,0.10743801652892562,3.076923076923077,0.4315669125408017,2,6,2.478050051493409,0.0005282086724108912,0.0005282086724108912
4115309628,3.0,1248.0,0.004006410256410256,0.0008012820512820513,2.0,1250.0,1.0,2.0,0.75,0.5,2,0.25,0.25,2.5,0.6,1,5,1.2206072645530175,0.0,0.0
2316095755,3.0,1192.0,0.0041946308724832215,0.0008389261744966443,2.0,1194.0,1.0,2.0,0.75,0.5,2,0.25,0.25,2.5,0.6,1,5,1.2206072645530175,0.0,0.0
2650194452,46.0,1167.0,0.5741216795201372,0.0,41.0,16306.0,3.0,1.0,0.09875074360499703,0.0,41,0.013087447947650209,0.04283164782867341,4.558139534883721,0.8361433948550233,1,16,3.4702127039273534,0.01248308790147319,0.01248308790147319
3739866004,14.0,1408.0,0.03551136363636364,0.0014204545454545455,14.0,4232.0,2.0,2.0,0.23469387755102042,0.14285714285714285,14,0.01020408163265306,0.11224489795918367,3.5,0.8571428571428571,2,13,2.5026765902104424,0.0024314918278240567,0.0024314918278240567
237331716,18.0,1289.0,0.11481768813033359,0.0023273855702094647,19.0,10316.0,3.0,1.0,0.1883656509695291,0.10526315789473684,19,0.027700831024930747,0.08033240997229917,4.095238095238095,0.7145251858482428,1,10,2.8100877879778836,0.019841433160595508,0.019841433160595508
137646924,17.0,1312.0,0.09146341463414634,0.0007621951219512195,17.0,9185.0,4.0,3.0,0.17993079584775087,0.0,17,0.020761245674740483,0.07958477508650519,3.789473684210526,0.6608542918539067,2,10,2.75177550775918,0.022831650348985898,0.022831650348985898
197361940,21.0,1437.0,0.11969380654140571,0.0,28.0,11500.0,3.0,3.0,0.1096938775510204,0.0,28,0.0,0.0548469387755102,3.2666666666666666,0.6887566134973963,2,11,3.2163859830755848,0.0005409105150743865,0.0005409105150743865
1055989792,18.0,1019.0,0.1295387634936212,1.7850834151128558,15.0,5900.0,6.0,2.0,0.16,0.13333333333333333,15,0.02666666666666667,0.07111111111111111,3.5294117647058822,0.7659416862050705,2,10,2.5987858077465034,0.0,0.0
766017295,23.0,1242.0,0.13365539452495975,1.3727858293075685,21.0,8551.0,2.0,5.0,0.13378684807256236,0.14285714285714285,21,0.015873015873015872,0.061224489795918366,3.5652173913043477,0.8667978362886275,2,12,2.8516422729360134,0.0003957436230772951,0.0003957436230772951
2698331601,25.0,1223.0,0.3704006541291905,0.0,39.0,22017.0,2.0,3.0,0.0880999342537804,0.0,39,0.011834319526627219,0.03879026955950033,4.0,0.6271305150659066,2,9,3.530519570080447,0.014048723660338743,0.014048723660338743
3221250012,10.0,1207.0,0.03645401822700911,0.0,14.0,4837.0,4.0,3.0,0.17346938775510204,0.0,14,0.0,0.08673469387755102,3.0,0.40824829046386296,2,6,2.6959688401172732,0.0011590265597252148,0.0011590265597252148
2832262400,140.0,1042.0,3.103646833013436,0.9990403071017274,41.0,22362.0,1.0,2.0,0.0826888756692445,0.07317073170731707,41,0.010113027959547887,0.0362879238548483,3.7674418604651163,0.5146830514981687,1,7,3.6300565795256796,0.029035934544631117,0.029035934544631117
2477328851,5.0,1069.0,0.005612722170252572,0.0018709073900841909,4.0,1071.0,4.0,4.0,0.0625,0.25,4,0.0625,0.0,3.0,0.3333333333333333,2,4,1.7351264569629226,0.0,0.0
4136397663,3.0,1150.0,0.0034782608695652175,0.0,3.0,1151.0,2.0,3.0,0.2222222222222222,0.0,3,0.0,0.1111111111111111,2.4,0.2041241452319315,2,3,1.5890269151739727,0.0,0.0
479404128,5.0,1075.0,0.0065116279069767444,0.0018604651162790699,4.0,1078.0,3.0,4.0,0.1875,0.25,4,0.0625,0.0625,3.0,0.38490017945975047,2,5,1.7210891492287168,0.0,0.0
1108725813,22.0,1120.0,0.2982142857142857,0.0008928571428571428,40.0,16101.0,1.0,1.0,0.076875,0.025,40,0.003125,0.036875,3.142857142857143,0.5129185115094168,1,7,3.615758252162327,0.0037510952001236562,0.0037510952001236562
2850811392,83.0,1007.0,1.1559086395233367,0.0009930486593843098,26.0,14100.0,2.0,2.0,0.13165680473372782,0.038461538461538464,26,0.019230769230769232,0.05621301775147929,3.9285714285714284,0.5688904671695278,2,9,3.1780965603116464,0.04629876557160099,0.04629876557160099
1226892156,5.0,1312.0,0.006097560975609756,0.0007621951219512195,4.0,1315.0,2.0,4.0,0.3125,0.25,4,0.0625,0.125,3.0,0.5091750772173156,2,6,1.6769877743224173,0.0,0.0
2448991521,51.0,1452.0,0.48622589531680444,0.9290633608815427,31.0,18778.0,4.0,3.0,0.1040582726326743,0.06451612903225806,31,0.008324661810613945,0.047866805411030174,3.696969696969697,0.6192730087712821,2,9,3.323779569623354,0.015469748150537655,0.015469748150537655
3267189628,7.0,1130.0,0.024778761061946902,0.0,10.0,4520.0,4.0,2.0,0.22,0.0,10,0.0,0.11,2.8333333333333335,0.5161743757289483,2,7,2.37642176910705,0.0,0.0
2659440983,74.0,1146.0,1.7705061082024434,6.112565445026178,20.0,16744.0,3.0,3.0,0.15,0.1,20,0.01,0.07,3.4545454545454546,0.6277294969408718,2,9,2.9241926107399614,0.00933242427717975,0.00933242427717975
1843185836,6.0,1106.0,0.037070524412296565,1.3282097649186257,5.0,5333.0,1.0,1.0,0.32,0.0,5,0.08,0.16,2.2857142857142856,0.5590169943749473,1,5,1.8037193777688747,0.0009644323575152156,0.0009644323575152156
417652690,37.0,1116.0,0.3924731182795699,0.46774193548387094,28.0,12259.0,2.0,4.0,0.10076530612244898,0.03571428571428571,28,0.0012755102040816326,0.04974489795918367,3.066666666666667,0.48317632110636677,2,6,3.293954540810092,0.0,0.0
32998349,7.0,1081.0,0.02682701202590194,0.0009250693802035153,8.0,4325.0,2.0,1.0,0.390625,0.125,8,0.046875,0.171875,3.4,0.605625302411,1,7,2.1263859974337245,0.05744026336804116,0.05744026336804116
3916429855,14.0,1199.0,0.06755629691409508,1.3819849874895747,10.0,5849.0,2.0,3.0,0.22,0.2,10,0.06,0.09,3.3333333333333335,0.7483314773547882,2,11,2.2822557224319358,0.00044157247310250785,0.00044157247310250785
2155684753,16.0,1459.0,0.06716929403701165,0.0,16.0,8756.0,4.0,2.0,0.1953125,0.0,16,0.0234375,0.08984375,3.888888888888889,0.6851187890446742,2,9,2.681210933476949,0.023807365749075396,0.023807365749075396
1483316861,13.0,1322.0,0.0416036308623298,0.0015128593040847202,13.0,5291.0,3.0,3.0,0.23668639053254437,0.15384615384615385,13,0.023668639053254437,0.10650887573964497,3.7333333333333334,0.7151780140893138,2,9,2.4895578599682446,0.024810403446326887,0.024810403446326887
1565500726,19.0,1330.0,0.14736842105263157,1.374436090225564,16.0,11813.0,2.0,2.0,0.15234375,0.0625,16,0.03515625,0.06640625,3.3333333333333335,0.5567764362830022,2,8,2.7515009297255295,0.0196280996403185,0.0196280996403185
1754906050,51.0,1366.0,0.4333821376281113,0.0036603221083455345,37.0,15481.0,2.0,3.0,0.1241782322863404,0.05405405405405406,37,0.02483564645726808,0.050401753104455806,5.538461538461538,0.7232009038469898,2,16,3.4142973792120177,0.00722193479951786,0.00722193479951786
905944087,9.0,1346.0,0.04309063893016345,1.3150074294205052,8.0,6473.0,1.0,2.0,0.25,0.0,8,0.0625,0.109375,2.8,0.6546536707079773,1,8,2.1374004124233776,0.0012207198460599353,0.0012207198460599353
3290507710,13.0,1403.0,0.07626514611546685,1.4718460441910193,12.0,8385.0,1.0,3.0,0.2013888888888889,0.08333333333333333,12,0.034722222222222224,0.09027777777777778,3.142857142857143,0.6232413273091859,1,8,2.469038269643,0.0009674586362817113,0.0009674586362817113
3482942849,40.0,1451.0,0.30117160578911095,1.4038594073053068,28.0,14367.0,6.0,1.0,0.11862244897959184,0.03571428571428571,28,0.02423469387755102,0.04974489795918367,4.333333333333333,0.8538115031084068,1,15,3.1000918710684418,0.022987537716446637,0.022987537716446637
112733998,39.0,1289.0,0.5461598138091543,2.3762606671838635,16.0,9934.0,1.0,1.0,0.19140625,0.0625,16,0.00390625,0.09375,3.0,0.6285393610547089,1,8,2.7211549574894005,0.0,0.0
956004696,10.0,1395.0,0.017204301075268817,0.0007168458781362007,10.0,2794.0,4.0,5.0,0.21,0.1,10,0.01,0.1,3.3333333333333335,0.6284902544988267,2,8,2.3153888223030594,0.00038012200946455034,0.00038012200946455034
489497314,36.0,1028.0,0.3414396887159533,0.0009727626459143969,33.0,9778.0,3.0,3.0,0.08723599632690542,0.030303030303030304,33,0.0009182736455463728,0.04315886134067952,3.085714285714286,0.47987624147592367,2,7,3.4528279255802725,0.0,0.0
1328575992,128.0,1196.0,1.6078595317725752,0.0008361204013377926,40.0,17943.0,3.0,2.0,0.08875,0.0,40,0.01125,0.039375,4.095238095238095,0.7456381182270418,2,15,3.509442575924531,0.01106247510994894,0.01106247510994894
1668209224,5.0,1253.0,0.03192338387869114,0.0,12.0,10024.0,2.0,1.0,0.19444444444444445,0.0,12,0.0,0.09722222222222222,2.4285714285714284,0.3379154497963546,1,4,2.5831775723828896,0.0,0.0
2303045220,45.0,1277.0,0.5998433829287392,0.0,46.0,21710.0,2.0,1.0,0.09262759924385633,0.0,46,0.01606805293005671,0.03827977315689981,4.916666666666667,0.9346654697601514,1,17,3.504123139837304,0.03734427672155317,0.03734427672155317
1005698638,223.0,1409.0,3.715400993612491,1.4201561391057487,57.0,30408.0,2.0,1.0,0.05417051400430902,0.0,57,0.0006155740227762388,0.02677746999076639,3.1186440677966103,0.5964906031929945,1,9,3.928054596411688,0.0,0.0
2438939027,18.0,1140.0,0.12017543859649123,0.8605263157894737,18.0,6697.0,2.0,1.0,0.1388888888888889,0.05555555555555555,18,0.015432098765432098,0.06790123456790123,3.0,0.5868938953886337,1,8,2.850737546177401,0.000646894317932626,0.000646894317932626
1116943388,15.0,1346.0,0.05794947994056464,0.0014858841010401188,12.0,6733.0,1.0,1.0,0.3263888888888889,0.08333333333333333,12,0.04861111111111111,0.1388888888888889,4.142857142857143,0.8050081055123278,1,11,2.3384162655999883,0.07684967601752143,0.07684967601752143
45353493,30.0,1190.0,0.32100840336134456,0.9100840336134454,30.0,14176.0,4.0,5.0,0.09222222222222222,0.03333333333333333,30,0.005555555555555556,0.044444444444444446,3.375,0.5773502691896257,2,9,3.320204966714157,0.007421268096612145,0.007421268096612145
1589965743,79.0,1474.0,1.2360922659430122,3.378561736770692,48.0,29323.0,2.0,3.0,0.0681423611111111,0.020833333333333332,48,0.0013020833333333333,0.03342013888888889,3.4,0.6655122646461624,2,10,3.728115785030692,0.003495819391814882,0.003495819391814882
1399829523,4.0,1156.0,0.005190311418685121,0.0008650519031141869,3.0,1158.0,2.0,3.0,0.3333333333333333,0.3333333333333333,3,0.1111111111111111,0.1111111111111111,2.8,0.41649656391752143,2,5,1.5317780787913653,0.0,0.0
4200905625,17.0,1239.0,0.13882163034705408,1.3325262308313155,14.0,10962.0,1.0,1.0,0.2193877551020408,0.07142857142857142,14,0.04591836734693878,0.09183673469387756,3.625,0.7671929469409307,1,12,2.5337432511856806,0.037156375513459884,0.037156375513459884
2509395949,10.0,1036.0,0.05888030888030888,1.3204633204633205,9.0,5007.0,3.0,1.0,0.2222222222222222,0.0,9,0.04938271604938271,0.09876543209876543,2.909090909090909,0.6945659615904022,1,9,2.2191783882483906,0.0006049948880309087,0.0006049948880309087
3712576071,8.0,1297.0,0.040092521202775636,1.2721665381649963,7.0,6175.0,1.0,2.0,0.20408163265306123,0.0,7,0.08163265306122448,0.10204081632653061,2.6666666666666665,0.6123724356957946,1,7,2.047032306139808,0.0,0.0
4279836681,253.0,1146.0,7.114310645724259,5.117801047120419,23.0,15276.0,2.0,2.0,0.15879017013232513,0.08695652173913043,23,0.022684310018903593,0.06805293005671077,4.16,0.6545527855814426,2,10,3.0241330825987447,0.030486044843271574,0.030486044843271574
2839939846,7.0,1128.0,0.015070921985815602,0.0026595744680851063,6.0,2260.0,3.0,2.0,0.3888888888888889,0.3333333333333333,6,0.05555555555555555,0.16666666666666666,3.25,0.5908573652206621,2,7,1.927356671469201,0.0007323153741305173,0.0007323153741305173
2990362917,38.0,1434.0,0.45188284518828453,2.275453277545328,40.0,22636.0,3.0,3.0,0.08125,0.05,40,0.0025,0.039375,3.4761904761904763,0.7354008510394273,2,13,3.5297513519786468,0.0037039585506072024,0.0037039585506072024
2972592603,4.0,1325.0,0.009056603773584906,0.0,6.0,3975.0,1.0,4.0,0.2777777777777778,0.0,6,0.0,0.1388888888888889,2.5,0.4898979485566356,1,5,1.969540332941515,0.0,0.0
3738265393,7.0,1283.0,0.018706157443491817,0.001558846453624318,7.0,3852.0,1.0,3.0,0.3673469387755102,0.2857142857142857,7,0.04081632653061224,0.16326530612244897,3.111111111111111,0.4403152859263555,1,5,2.095081154365771,0.0,0.0
660052334,200.0,1077.0,4.702878365831012,4.357474466109563,26.0,11611.0,3.0,2.0,0.13609467455621302,0.07692307692307693,26,0.011834319526627219,0.0621301775147929,3.9285714285714284,0.7784281683130054,2,11,3.0769450682224946,0.007689210166152218,0.007689210166152218
4234330716,14.0,1199.0,0.061718098415346125,0.0008340283569641367,12.0,5999.0,2.0,2.0,0.2986111111111111,0.08333333333333333,12,0.04861111111111111,0.125,4.142857142857143,0.7570516689689707,2,12,2.389333350492687,0.08722636585957692,0.08722636585957692
2205582133,185.0,1052.0,3.8279467680608366,0.0009505703422053232,70.0,22532.0,2.0,2.0,0.05102040816326531,0.0,70,0.004897959183673469,0.023061224489795917,3.9166666666666665,0.7391894794059664,2,14,4.054140450354247,0.013353377902984218,0.013353377902984218
1975797129,11.0,1198.0,0.05342237061769616,0.0008347245409015025,16.0,6603.0,2.0,2.0,0.18359375,0.0625,16,0.01171875,0.0859375,3.2222222222222223,0.49130368444051753,2,8,2.784943972308736,0.018236526758012142,0.018236526758012142
2884184527,7.0,1025.0,0.021463414634146343,0.0,9.0,3076.0,2.0,3.0,0.2716049382716049,0.0,9,0.0,0.13580246913580246,2.909090909090909,0.47392971525322186,2,6,2.2987727398040403,0.0005223239464301126,0.0005223239464301126
2088932046,2.0,1007.0,0.004965243296921549,0.0,3.0,2015.0,1.0,2.0,0.4444444444444444,0.0,3,0.0,0.2222222222222222,2.0,0.31622776601683794,1,3,1.5571130980576458,0.0,0.0
1238849772,6.0,1183.0,0.01098901098901099,0.0,7.0,2367.0,3.0,4.0,0.24489795918367346,0.0,7,0.0,0.12244897959183673,2.888888888888889,0.3807498052542948,2,5,2.128679110224043,0.0,0.0
230658130,46.0,1467.0,0.5385139740967961,1.4260395364689844,25.0,9702.0,3.0,4.0,0.1168,0.04,25,0.0016,0.0576,3.259259259259259,0.5320318141236193,2,8,3.1689180594393838,0.0001771146664990113,0.0001771146664990113
3504273546,17.0,1465.0,0.08327645051194539,0.0006825938566552901,22.0,10258.0,2.0,3.0,0.1384297520661157,0.045454545454545456,22,0.002066115702479339,0.06818181818181818,3.25,0.6358767573147305,2,8,3.0078226419062757,0.00036301373379944127,0.00036301373379944127
3053207217,4.0,1323.0,0.0045351473922902496,0.0030234315948601664,3.0,1328.0,2.0,3.0,0.3333333333333333,0.3333333333333333,3,0.1111111111111111,0.1111111111111111,2.8,0.41649656391752143,2,5,1.5317780787913653,0.0,0.0
2994789939,68.0,1402.0,0.8166904422253923,1.3345221112696148,43.0,20789.0,3.0,2.0,0.08112493239588967,0.0,43,0.01081665765278529,0.03623580313683072,4.088888888888889,0.8747130234230743,2,17,3.51052257809552,0.01106615170465088,0.01106615170465088
3298823946,12.0,1377.0,0.058823529411764705,1.3529411764705883,10.0,6662.0,3.0,2.0,0.15,0.1,10,0.07,0.07,3.1666666666666665,0.77173043676922,2,11,2.2819651973286526,0.0,0.0
2684155435,8.0,1164.0,0.029209621993127148,0.000859106529209622,9.0,4658.0,2.0,1.0,0.35802469135802467,0.1111111111111111,9,0.037037037037037035,0.16049382716049382,3.4545454545454546,0.6337681357259103,1,7,2.207105774699213,0.04280391114603546,0.04280391114603546
3395458479,5.0,1247.0,0.0056134723336006415,0.0008019246190858059,4.0,1249.0,3.0,4.0,0.1875,0.25,4,0.0625,0.0625,3.0,0.38490017945975047,2,5,1.7210891492287168,0.0,0.0
1697873135,5.0,1117.0,0.010743061772605193,0.0008952551477170994,5.0,2236.0,2.0,3.0,0.36,0.2,5,0.04,0.16,2.857142857142857,0.47434164902525694,2,6,1.8513618739611633,0.0,0.0
820895704,16.0,1447.0,0.0691085003455425,0.000691085003455425,19.0,8686.0,3.0,4.0,0.1634349030470914,0.05263157894736842,19,0.013850415512465374,0.07479224376731301,3.7142857142857144,0.7202344566763148,2,11,2.8272386574081056,0.01973287152837138,0.01973287152837138
2273625447,3.0,1167.0,0.005141388174807198,0.0,4.0,2334.0,2.0,2.0,0.375,0.0,4,0.0,0.1875,2.3333333333333335,0.20203050891044214,2,3,1.7721393884375283,0.0,0.0
1764373642,12.0,1088.0,0.04503676470588235,0.0009191176470588235,14.0,4353.0,2.0,6.0,0.17857142857142858,0.07142857142857142,14,0.00510204081632653,0.08673469387755102,3.25,0.6572310573321177,2,8,2.593284374682594,0.0,0.0
1087383037,3.0,1025.0,0.003902439024390244,0.0,3.0,1026.0,2.0,3.0,0.2222222222222222,0.0,3,0.0,0.1111111111111111,2.4,0.2041241452319315,2,3,1.5890269151739727,0.0,0.0
439419453,17.0,1273.0,0.10683424980361352,0.0,23.0,10184.0,1.0,7.0,0.1285444234404537,0.0,23,0.007561436672967864,0.06049149338374291,3.52,0.7192382908384846,1,10,3.0032278231150515,0.012881797750222867,0.012881797750222867
903361128,9.0,1246.0,0.03130016051364366,0.0008025682182985554,10.0,4987.0,1.0,2.0,0.33,0.1,10,0.03,0.15,3.5,0.7046975517594639,1,9,2.263902971978815,0.03273080302983639,0.03273080302983639
1677285792,4.0,1326.0,0.006787330316742082,0.0015082956259426848,4.0,2654.0,2.0,2.0,0.4375,0.25,4,0.0625,0.1875,2.6666666666666665,0.41457809879442503,2,5,1.7170759801988817,0.0,0.0
373033123,22.0,1395.0,0.1053763440860215,0.0014336917562724014,29.0,9063.0,3.0,5.0,0.09988109393579073,0.06896551724137931,29,0.0023781212841854932,0.04875148632580262,3.2903225806451615,0.541439265548395,2,8,3.3047934409678192,0.00023199874997394243,0.00023199874997394243
2605440891,25.0,1038.0,0.28901734104046245,1.8477842003853564,23.0,11263.0,6.0,1.0,0.11720226843100189,0.0,23,0.011342155009451797,0.054820415879017016,3.36,0.6675164651845803,1,9,3.033602790689271,0.005965111169319366,0.005965111169319366
375518939,7.0,1409.0,0.007806955287437899,0.0007097232079489,6.0,1413.0,3.0,6.0,0.19444444444444445,0.16666666666666666,6,0.027777777777777776,0.08333333333333333,3.25,0.5908573652206621,2,7,1.927356671469201,0.0,0.0
3112649769,16.0,1242.0,0.1642512077294686,0.0,31.0,15545.0,1.0,2.0,0.09365244536940687,0.0,31,0.002081165452653486,0.045785639958376693,2.9696969696969697,0.49381851561481066,1,7,3.387701473321044,0.005812135566874781,0.005812135566874781
2401864653,12.0,1355.0,0.037638376383763834,0.0014760147601476014,13.0,5423.0,2.0,4.0,0.20710059171597633,0.07692307692307693,13,0.005917159763313609,0.10059171597633136,3.2,0.7144345083117601,2,11,2.525727772699571,0.0002958936711013834,0.0002958936711013834
2944381837,15.0,1337.0,0.08601346297681377,0.0014958863126402393,21.0,10026.0,2.0,3.0,0.1360544217687075,0.09523809523809523,21,0.0045351473922902496,0.06575963718820861,3.130434782608696,0.42446407749822573,2,6,3.049621245301946,0.00020321514993240256,0.00020321514993240256
3237130242,8.0,1156.0,0.04411764705882353,0.0008650519031141869,12.0,6939.0,1.0,1.0,0.24305555555555555,0.08333333333333333,12,0.006944444444444444,0.11805555555555555,2.857142857142857,0.5744562646538028,1,7,2.4886756174430453,0.000820940613813972,0.000820940613813972
2616557590,7.0,1170.0,0.015384615384615385,0.0017094017094017094,6.0,2344.0,2.0,4.0,0.3333333333333333,0.3333333333333333,6,0.05555555555555555,0.1388888888888889,3.25,0.5493406483494501,2,7,1.9448192358816085,0.0,0.0
